1401,585,46.15
2881,1015,50.81
2276,1100,51.28
4174,1626,71.52
2901,685,39.49
736,814,42.77
23,439,32.30
1501,904,45.16
3163,700,46.33
1995,883,41.21
3167,1021,50.65
3134,578,38.26
535,1132,50.65
2155,476,34.84
4782,1369,59.61
4897,967,50.16
626,319,35.16
3775,1230,58.50
3587,1037,51.23
4534,521,39.62
581,1286,57.70
2386,819,46.41
4427,589,41.42
1871,97,19.69
1913,867,49.21
2434,1060,54.57
2469,984,47.34
349,648,42.14
974,953,46.91
575,1422,63.84
2864,1044,51.54
1661,414,29.29
4832,996,51.60
2085,391,35.94
2792,773,49.39
308,1456,64.19
4873,1295,59.87
1001,483,32.79
5007,967,48.67
4096,1332,59.68
506,811,48.72
3825,367,31.98
545,384,31.07
4444,814,38.64
1809,875,47.23
1947,497,36.18
4529,65,31.58
3589,679,39.50
1382,532,31.85
4851,157,44.44
3069,783,44.73
4375,1201,58.82
3990,1044,50.86
1271,815,44.93
2657,1106,49.01
3849,648,39.60
3175,903,46.73
2670,714,41.59
3630,1455,66.26
2398,79,38.24
3768,128,28.09
3957,1059,48.36
1663,592,45.13
2539,928,44.95
35,774,45.45
1571,97,22.22
2677,119,28.49
4454,973,52.75
729,330,32.10
2706,510,39.04
818,960,50.00
3542,1298,59.57
1956,875,43.65
2570,1377,60.39
2010,504,41.42
205,833,48.83
3788,1054,50.96
412,1169,53.07
2787,278,30.90
358,899,43.31
5025,795,43.35
3293,1031,48.62
424,1105,54.00
57,624,37.98
4556,1170,59.63
863,117,28.88
1248,850,43.91
3110,807,39.09
4226,1147,51.63
4871,1137,53.07
1874,1155,53.87
1759,421,34.89
802,1124,52.74
3202,816,44.16
2435,1024,47.74
2411,688,40.59
3097,181,22.73
3595,779,41.67
2553,676,48.67
3204,910,45.13
2648,654,36.86
607,836,47.60
1629,715,41.44
2304,1233,56.68
4911,798,43.04
683,1000,52.06
1543,793,44.19
519,809,47.32
2981,591,38.36
2264,1240,53.53
1072,657,41.40
4674,306,33.17
3296,422,30.10
1257,1374,62.46
2378,563,41.71
1512,583,40.06
320,985,53.21
854,957,51.72
2362,1344,59.03
3,631,40.23
559,368,30.47
3228,1272,56.25
3372,1052,50.81
3912,507,30.48
4863,220,25.32
3037,813,42.01
2298,973,58.89
875,1064,56.91
1547,1053,50.80
3074,1271,58.94
2804,1122,52.17
1343,1055,54.33
2682,406,33.73
3960,1246,55.02
1918,1269,58.72
1838,78,33.33
986,1092,50.49
2222,1571,69.61
5041,256,36.13
4920,1139,57.74
1632,1490,71.47
2576,89,25.49
1730,1076,49.84
2483,78,31.58
2182,737,40.89
586,585,40.91
4520,1014,50.16
4158,924,51.11
50,631,37.95
1345,845,43.55
3612,785,42.96
4718,1636,69.54
94,76,28.97
2396,442,34.95
2036,597,37.79
3640,384,44.10
3256,792,45.38
4744,884,44.62
4867,1456,64.72
4965,1314,62.23
4257,541,34.53
348,926,45.99
3234,304,30.74
570,1325,58.02
4286,543,35.62
3757,1020,48.16
3574,442,32.81
641,541,35.44
1610,1207,56.76
4451,581,34.97
4089,1291,57.61
1000,390,39.15
3306,1501,65.81
1713,1176,52.58
4023,1374,66.88
169,949,51.45
343,996,48.21
4459,396,24.82
2270,760,40.07
3875,979,47.63
256,526,50.58
1810,675,40.00
827,1410,64.26
1091,66,34.88
931,103,26.67
569,690,42.65
168,958,47.37
4728,787,51.03
1100,926,52.40
244,850,42.86
4576,111,27.08
3309,1068,51.56
2067,402,43.92
4163,1357,58.65
1346,757,45.89
1815,1153,50.00
4059,512,34.48
4142,515,43.15
1372,1428,64.00
3930,1747,76.90
4506,890,45.72
3055,277,29.61
4519,691,43.04
4818,826,50.19
4343,589,35.05
4447,696,51.40
1214,1073,49.36
529,758,47.52
3111,390,38.65
1990,87,28.79
1317,547,35.48
2956,1166,52.79
1927,152,26.36
2643,537,43.29
1320,793,42.12
2178,1274,56.68
2967,1584,68.00
4890,509,40.08
1772,793,41.59
1745,821,44.72
4260,753,47.77
4842,408,41.63
3961,645,51.38
3323,837,45.16
459,502,42.31
3558,241,32.02
4771,1309,59.20
2915,750,44.22
1254,1109,54.63
2733,566,42.00
1712,315,37.88
4006,761,43.05
4785,244,30.20
2524,854,44.59
445,557,45.59
2274,203,38.74
841,800,46.98
3887,1230,55.23
2018,788,41.19
219,623,42.37
1479,1262,58.26
300,526,32.90
4770,754,43.45
3688,581,41.10
1019,768,39.67
283,885,47.99
1342,1109,58.67
3992,252,26.45
3402,1167,52.92
3928,1268,61.54
4080,846,42.95
383,731,41.72
2003,1059,53.55
4425,423,34.81
2638,1447,63.34
918,935,46.79
2271,574,41.43
997,990,50.16
1693,128,28.16
3014,264,40.30
2629,933,48.37
3743,1131,55.31
3414,950,48.24
1238,431,36.54
3239,183,34.48
1992,365,33.80
2743,1184,55.34
1263,572,43.44
1065,217,31.85
72,761,40.00
1171,683,40.78
3051,1485,65.26
4346,568,37.01
4605,900,47.12
26,66,35.29
2459,973,46.60
296,796,43.55
1453,678,40.00
1475,125,26.11
1335,700,41.23
4915,786,42.67
3916,883,48.84
4130,296,29.24
3386,368,32.50
3955,544,36.62
3695,110,25.90
148,985,53.76
2043,595,36.86
2701,1355,59.24
3533,935,50.16
3756,1070,52.43
1509,1294,58.44
2053,1064,51.46
4984,1113,51.82
356,940,46.25
4389,746,42.52
1264,166,25.91
2933,1185,55.02
3314,467,33.82
4922,91,32.39
915,98,26.09
4022,950,48.66
290,969,49.69
4592,529,40.00
4074,1194,57.67
888,1253,56.35
2002,894,46.62
900,1063,51.54
1928,336,30.41
2543,1177,56.92
4311,1300,56.31
2786,447,32.51
4664,962,52.06
3663,950,47.25
2212,549,36.62
511,815,43.93
1581,940,46.96
4772,950,49.04
264,841,48.09
341,934,52.22
617,438,36.39
193,140,33.33
3240,528,43.40
5000,946,53.68
2172,993,52.07
3400,209,31.54
2173,503,37.25
2412,449,36.18
160,1192,62.55
1523,362,32.84
4105,949,49.01
4913,872,44.09
1092,926,49.26
2383,420,34.12
3235,742,44.72
3752,514,37.27
3446,1303,61.92
3141,1140,51.37
560,1141,52.17
380,1061,52.26
2121,1027,53.85
654,1387,64.60
1219,419,30.09
3498,120,25.23
2324,984,52.55
2510,1421,64.40
2251,1290,60.06
4217,839,43.93
1919,1085,51.86
3384,1479,66.01
2831,1059,48.46
1252,627,34.95
384,626,39.29
598,212,36.36
1828,782,44.04
4075,137,28.28
2679,1424,63.61
3389,967,47.99
3070,941,50.97
5014,155,37.97
2167,261,26.05
3180,676,37.46
4199,94,34.69
4808,795,41.40
111,1383,62.14
2323,468,39.06
19,1113,49.20
3018,369,31.87
2649,612,42.31
483,874,45.75
5015,786,44.62
2152,454,47.02
3709,1352,57.14
3965,1211,54.69
999,354,31.25
3975,825,58.62
3526,1184,61.07
2534,641,41.59
440,1621,70.87
1145,694,39.08
9,833,44.08
4084,1360,60.19
1687,214,29.39
2467,447,39.24
4393,1244,59.13
3755,1038,51.39
4623,771,39.32
102,934,50.00
3292,70,27.66
534,509,45.00
3573,673,44.08
2442,70,46.43
2769,823,46.43
463,927,51.27
4860,454,41.50
477,410,32.80
4071,813,43.63
2683,818,42.71
1487,1488,65.81
56,565,37.06
438,1299,57.52
405,963,52.63
3476,292,28.16
2047,488,42.86
2590,999,48.74
1540,685,44.94
1604,770,41.69
238,685,40.06
1451,454,33.12
1700,820,47.19
680,857,46.10
728,1315,60.40
156,760,46.20
4983,1447,65.66
4181,553,36.48
4522,1137,51.17
1840,929,46.33
3865,1238,62.14
2192,1330,56.45
946,1081,52.68
194,433,35.20
1900,895,48.71
868,1060,50.16
2433,828,48.08
3320,652,37.93
4204,558,38.31
2051,1136,52.92
2249,1182,54.21
4369,758,48.79
3727,783,44.31
1387,83,25.49
177,720,42.59
2704,924,47.63
2940,498,41.96
1752,1036,53.21
5044,483,34.04
995,903,48.95
279,130,24.90
1025,460,33.54
3508,1153,56.31
1176,344,31.40
582,903,51.01
718,1158,51.79
1035,708,41.03
4751,1388,59.55
1220,492,38.64
4694,801,41.77
2911,1117,52.15
4590,679,41.63
2873,868,45.08
1774,1602,69.63
3393,737,46.04
4248,442,32.62
2630,639,40.61
4331,336,31.84
4132,359,32.22
1765,729,40.26
3921,652,40.46
4300,1422,61.72
1653,998,49.54
1017,1408,60.32
4870,566,36.50
791,1192,60.98
4554,1020,48.87
3680,637,37.62
3984,761,40.45
4404,1123,53.82
4653,954,43.33
1973,889,51.27
4551,883,44.70
3356,105,28.74
34,361,30.75
2189,83,46.51
1375,731,42.57
580,748,42.99
2300,908,44.88
1435,463,36.84
4281,502,38.27
1988,832,43.97
3409,919,48.58
328,1466,65.83
4054,1238,64.86
1313,937,48.63
4809,610,38.46
3627,950,43.69
4594,758,39.48
4312,703,49.33
4972,895,46.15
2135,846,47.00
1792,373,30.91
3408,613,39.44
3810,674,44.03
83,679,42.44
3977,778,41.10
1358,744,43.64
1329,469,31.13
688,700,38.26
4523,614,39.22
1489,580,39.47
4936,940,51.30
3997,249,37.58
725,181,25.91
80,611,43.85
1691,924,48.79
1739,1015,46.62
4658,1035,54.98
3615,809,44.63
4445,1320,59.74
3692,382,28.53
4102,1014,49.51
3566,1033,49.68
4336,788,48.08
1093,243,34.10
181,660,46.22
3989,1204,56.86
1209,660,40.83
106,1687,73.93
1484,977,48.47
3845,1102,55.70
896,1099,62.54
4869,1129,48.87
3174,819,43.09
1557,1079,52.48
40,1225,56.49
2319,1340,57.57
2020,1505,65.90
2165,1429,63.80
3577,801,50.20
2772,512,37.96
3059,1211,54.84
4830,1008,56.63
3835,1277,57.56
4562,171,32.56
1207,1000,50.81
779,854,44.79
3778,1165,57.46
2755,902,54.72
4841,703,40.13
2273,1178,52.98
3801,1286,57.33
984,912,47.54
2095,705,40.57
2376,1154,52.10
2216,1089,49.66
4831,922,49.50
239,809,47.32
2132,741,42.57
4892,78,23.81
1459,988,46.75
4527,727,44.48
3154,565,34.94
1686,1181,53.07
2885,152,30.30
3255,642,38.73
2474,1402,62.30
3647,1587,71.75
3122,953,46.62
3543,555,35.47
3170,1496,65.68
2567,77,32.79
3095,826,50.63
130,68,30.51
3822,1297,56.44
2389,533,42.92
2532,975,54.34
1909,202,33.33
2874,182,26.58
690,71,40.74
2607,1308,58.50
2479,813,44.34
4615,1155,55.33
3089,528,34.29
192,376,41.95
848,762,43.46
2986,862,56.65
1496,530,36.01
2201,1504,68.42
5049,1323,56.82
4187,456,31.63
2208,133,28.12
4539,758,41.43
4296,170,32.95
4424,74,39.39
2514,728,40.25
4291,616,40.73
720,265,28.49
4315,163,32.54
73,838,47.42
2807,605,38.44
4421,185,42.47
1221,815,44.52
3485,389,34.41
1415,447,33.01
4413,1192,56.10
1420,659,51.93
1719,884,44.48
3422,693,39.30
2789,451,31.35
989,99,31.36
3991,757,42.91
2049,531,39.75
4786,747,49.20
4464,602,34.58
5051,613,59.87
3999,261,28.91
87,83,26.32
1621,1018,52.48
4157,1340,58.82
4947,791,53.09
1150,968,52.06
4441,782,45.37
4414,575,31.91
3626,1009,48.16
1513,1073,52.43
4584,799,44.38
30,789,42.90
4776,891,49.84
1469,1722,75.82
4140,1045,57.41
2939,1258,55.81
2461,745,38.01
3712,782,41.53
1697,1323,58.52
2817,786,50.00
2477,661,34.67
2075,108,27.45
4752,664,40.78
4338,275,30.20
1031,284,29.94
3159,683,44.48
2406,87,33.33
375,477,36.26
4043,87,31.17
4380,991,54.28
3091,1457,64.40
4644,530,42.08
4799,588,50.00
3350,994,50.32
3610,624,38.10
686,1061,53.07
3215,587,46.64
1185,188,32.52
3869,956,50.16
532,899,49.22
5023,529,38.61
3212,274,33.53
4012,1314,61.84
3080,970,52.06
1364,836,46.13
3914,1027,49.84
1395,1446,63.35
3714,1599,66.26
808,787,44.41
260,592,36.45
2296,1787,77.50
2605,341,33.33
1755,946,49.12
4606,794,42.68
3751,891,52.90
3146,1110,51.71
1655,410,26.76
2931,570,36.74
6,962,48.56
271,868,46.91
3883,1356,57.98
3697,845,45.34
4458,660,39.05
2856,1145,55.38
409,877,44.41
4524,430,33.44
2541,330,31.65
1194,924,47.84
4737,756,45.20
2546,804,45.08
451,1399,61.29
4439,946,45.98
1040,753,40.25
658,557,40.74
2487,1105,52.90
2712,1485,69.11
3461,766,51.17
1749,570,36.48
1456,350,29.09
1631,631,47.48
1158,939,47.00
75,942,49.04
3905,74,31.91
1619,960,47.27
4499,789,47.57
