5386	1509
5386	8209
5386	15235
5386	1758
5386	9391
5386	15298
5386	5569
5386	13643
5386	13582
5386	3233
5386	1687
5386	8074
5386	14151
5386	14679
5386	8533
5386	7804
5386	730
15672	15672
4436	4436
3538	3538
3538	5793
13756	13756
2195	2195
2195	2497
2195	2449
2195	2241
2195	16114
2195	4990
2195	11520
2195	479
2195	9767
2195	9106
2195	2383
2195	10595
12044	12044
10652	10652
10652	14996
10652	11217
10652	11480
10652	7337
10652	1901
10652	10980
10652	447
10652	10749
10652	1943
10652	16020
10652	3510
10652	2874
10652	14955
10652	643
733	733
733	15382
733	14980
733	6425
733	5128
12777	12777
12777	13295
12777	1586
16194	16194
16194	2225
16194	1972
16194	16188
16194	16209
16194	16202
16194	15020
16194	9867
16194	10883
16194	11058
14910	14910
9646	9646
6465	6465
3769	3769
3769	4966
16678	16678
16678	6448
16678	9080
15188	15188
10668	10668
13551	13551
13551	7771
11136	11136
11136	9463
11136	11248
16025	16025
2688	2688
2688	10996
2688	14597
2688	15603
9224	9224
4073	4073
7391	7391
9121	9121
9369	9369
9369	11053
9369	15526
15805	15805
15805	11628
15805	10684
15805	2475
15805	4987
15805	2414
15805	2486
15805	2190
15805	2485
14313	14313
9657	9657
9657	9647
9657	2441
9657	11386
3519	3519
15657	15657
15657	7213
11853	11853
11853	11701
3564	3564
14790	14790
8338	8338
10297	10297
5416	5416
9502	9502
9502	10823
9502	5332
9502	5382
9502	15624
9502	5318
9502	11874
9502	8916
16592	16592
2044	2044
2044	12318
2044	10513
2044	16222
13293	13293
10588	10588
10588	1139
10588	10568
16835	16835
11245	11245
11245	2510
8808	8808
8808	5025
9476	9476
9476	11645
11429	11429
2340	2340
5832	5832
11885	11885
11885	12732
11885	9433
11885	1788
11885	2212
11885	13058
11885	10623
11885	9285
11885	5215
11885	15172
11885	11622
11885	456
11885	13813
11885	3659
11885	8651
11885	5888
11885	3454
11885	6904
11885	15497
11885	1126
11885	12433
11885	1115
11885	1537
11885	6256
11885	6941
11885	5971
11885	7990
11885	2223
11885	3171
11885	2108
11885	2116
11885	3383
11885	7895
11885	5788
11885	2690
11885	757
11885	16572
11885	7668
9752	9752
9752	9421
9752	9774
9752	9756
2012	2012
15905	15905
15905	2355
10784	10784
2017	2017
11005	11005
11005	15496
8249	8249
8249	9951
12140	12140
12140	14072
12140	6636
12140	15095
4018	4018
4018	4007
14227	14227
8502	8502
8502	11732
2262	2262
2262	2246
2262	9412
2262	9532
2262	9545
2262	11108
2262	2256
7404	7404
4724	4724
9449	9449
621	621
896	896
896	8596
896	9819
4095	4095
15140	15140
7777	7777
14555	14555
14555	8580
14555	5711
14555	13860
14555	7120
14555	4170
14555	6531
2487	2487
13201	13201
13201	4443
13201	16032
13201	2722
13201	10103
13201	2927
13201	7145
13201	3509
13201	1595
1950	1950
1950	8019
1950	15640
1950	8893
11872	11872
12849	12849
9284	9284
15671	15671
6326	6326
5422	5422
1314	1314
9392	9392
11168	11168
14436	14436
14436	4343
9189	9189
14682	14682
14682	6641
14682	8615
14682	10032
10923	10923
10923	1796
10923	5260
10923	10147
10923	11278
10923	10944
14473	14473
14473	9912
14473	7834
14473	10890
14473	3594
14473	5450
14473	4487
14473	6218
14473	14200
14473	10573
14473	16895
14473	12094
14473	7431
14473	10160
14473	13825
14473	8467
14473	16876
14473	1505
14473	3265
14473	15342
14473	14590
14473	13035
14473	1642
14473	16724
14473	14557
14473	8493
14473	458
14473	6819
7676	7676
7676	6547
7676	10213
7676	16247
7676	12810
7676	6665
7676	6709
7676	13116
7676	8049
7676	1934
10607	10607
10607	11295
10607	2205
2115	2115
16575	16575
16575	16719
10336	10336
10547	10547
12868	12868
12868	1570
12868	7296
3103	3103
9636	9636
9636	3160
9636	2289
9636	16221
9636	11193
9636	9675
2222	2222
2222	16151
794	794
794	294
794	16669
794	16609
794	13586
794	16618
1171	1171
5854	5854
15801	15801
15846	15846
9105	9105
15614	15614
14367	14367
14367	15348
14367	9300
14367	12002
14367	6318
14367	7934
11433	11433
5286	5286
2642	2642
8264	8264
607	607
2465	2465
15828	15828
1180	1180
1180	4445
1180	6273
1180	8153
1180	1766
1180	7912
1180	7846
1180	13232
1180	9014
1180	15622
1180	5172
1180	11218
1180	14139
1180	2741
1180	14332
1180	6651
11339	11339
15908	15908
15908	8361
15908	9366
174	174
9151	9151
11308	11308
14317	14317
12863	12863
10517	10517
10517	9312
11629	11629
11629	11659
11629	10642
13245	13245
11331	11331
1745	1745
1738	1738
1738	7515
1738	7394
1738	2963
1738	12883
6591	6591
740	740
4245	4245
11505	11505
14360	14360
11094	11094
11094	11264
11094	2279
11094	11128
11094	14802
11094	15900
11094	10601
11094	15815
11094	16056
11094	11006
6803	6803
11779	11779
11779	8318
11779	14919
11779	4977
11779	12305
11779	13553
11779	6582
9796	9796
16235	16235
2432	2432
15673	15673
15673	9202
15013	15013
15013	15634
15688	15688
2240	2240
2240	11145
2240	7935
11468	11468
11468	12032
11468	2450
11468	2524
6368	6368
6368	6018
6368	8050
6368	10493
6368	6020
6368	1831
16117	16117
16117	16093
16117	16099
16117	10819
16117	16181
16204	16204
16204	9674
16204	2231
16204	12022
5393	5393
16029	16029
15907	15907
14798	14798
14798	16197
14798	16190
14798	1974
14798	1991
14798	16212
14798	16179
14798	1993
14798	16219
14798	16216
14798	1992
14798	16207
10938	10938
6191	6191
6191	16000
6191	4270
5490	5490
5490	6392
5490	8656
5490	11613
5490	6388
5490	407
5490	208
5490	6308
5490	83
5490	6434
5917	5917
9491	9491
9491	2079
9491	4388
9585	9585
9585	11085
13599	13599
3571	3571
16001	16001
16001	13542
16051	16051
16051	10884
16051	1874
4051	4051
14257	14257
14257	5588
14257	13889
14257	13873
14257	13939
14257	3543
14257	8224
14257	14642
14257	14664
14257	5509
14257	9631
14257	13912
14257	5060
14257	13432
10604	10604
16424	16424
6339	6339
6339	14274
11674	11674
11674	1964
11674	2313
11674	1998
11674	14971
11674	15680
11674	9327
9164	9164
7245	7245
13047	13047
13047	9906
13047	2550
13047	2046
13047	9763
13047	9250
16698	16698
16698	13570
16698	6826
16698	375
16698	16510
12787	12787
12787	14030
12787	13976
12787	16569
12787	9885
12787	3485
12787	8480
12787	6512
12787	6615
12787	8783
9227	9227
9227	11130
9227	15836
9227	4016
9227	2330
10071	10071
10071	10850
10071	11884
10071	15610
10071	15465
9968	9968
9968	1623
9968	1328
9968	11965
9968	1306
9968	5968
9968	15106
9968	12220
13499	13499
13499	10422
15625	15625
15625	2139
15625	2138
15442	15442
3902	3902
3902	11256
3902	11078
15251	15251
10060	10060
10060	5294
10060	703
10060	5394
14849	14849
14849	11324
14849	11542
9032	9032
9032	10665
15404	15404
2480	2480
15758	15758
10216	10216
11533	11533
9226	9226
9226	10815
9226	10735
12611	12611
3947	3947
9217	9217
10658	10658
2201	2201
4993	4993
4993	2019
11562	11562
11562	16211
11562	1123
11562	2055
10008	10008
16289	16289
16289	11944
16289	15355
16289	12814
16289	7378
16289	14990
16289	6854
16289	6669
16289	5620
16289	14994
16289	11999
16289	10299
16289	15028
16289	4447
16289	15031
16289	15042
16289	13926
16289	8959
16289	6756
16289	11841
16289	13861
16289	13919
16289	2031
16289	15047
16289	12028
16289	13888
16289	14975
16289	9266
16289	10372
16289	326
16289	10274
16289	11998
16289	7556
16289	13896
16289	5649
16289	3786
16289	15044
16289	13867
16289	12027
16289	16159
16289	13900
16289	14993
16289	893
16289	15025
16289	15059
16289	8517
16289	13890
16289	8664
16289	9120
16289	8903
16289	13879
16289	13921
16289	9385
16289	15010
16289	7188
16289	13854
16289	7614
16289	7606
16289	14976
16289	10797
16289	13871
16289	14960
16289	1997
16289	11980
16289	14232
16289	10811
16289	10664
16289	13504
16289	7865
16289	15187
16289	8471
16289	7017
16289	15868
16289	777
16289	12706
16289	15166
16289	8258
16289	5236
16289	1243
16289	5954
16289	391
16289	5909
16289	8795
16289	6125
16289	12151
16289	1900
16289	569
16289	7930
16289	187
16289	334
16289	13024
16289	114
16289	321
16289	13176
16289	7203
16289	3862
16289	234
16289	3093
16289	9858
16289	13237
16289	15987
16289	9282
16289	1569
16289	15689
16289	7838
16289	2717
16289	1567
16289	6901
16289	13840
16289	5681
16289	12554
16289	8551
16289	12285
16289	15029
16289	13905
16289	12891
16289	5314
16289	1391
16289	4478
16289	11068
16289	6329
16289	7006
16289	1441
16289	12366
16289	14681
16289	5664
16289	7536
16289	14195
16289	5375
16289	4777
16289	10005
16289	1482
16289	8223
16289	14476
16289	13564
16289	15164
16289	5155
16289	3948
16289	4787
16289	439
16289	4089
16289	12906
16289	12886
16289	4903
16289	5786
16289	10751
16289	15022
16289	15015
16289	15391
16289	12569
16289	14991
16289	7604
16289	6851
16289	12539
16289	335
16289	15608
16289	12567
16289	172
16289	2715
16289	12052
16289	5072
16289	576
16289	8352
16289	15346
16289	13350
16289	12753
16289	5346
16289	235
16289	15196
16289	13857
16289	5541
16289	12372
16289	14556
16289	12524
16289	10287
16289	13204
16289	10431
16289	1557
16289	844
16289	15350
16289	3119
16289	2880
16289	8063
16289	10224
16289	14984
16289	7271
16289	15110
16289	13134
16289	13699
16289	12903
16289	7640
16289	4499
16289	2185
16289	4123
16289	3365
16289	11939
16289	4641
16289	7992
16289	7928
16289	2336
16289	12902
16289	12503
16289	9458
16289	13332
16289	15250
16289	1371
16289	1226
16289	12161
16289	16006
16289	9628
16289	13893
16289	6203
16289	11966
16289	14515
16289	435
16289	12021
16289	153
16289	15269
16289	10185
16289	6554
16289	4291
16289	6129
16289	4171
16289	11932
16289	9700
16289	6939
16289	12141
16289	11926
16289	6862
16289	12074
16289	7339
16289	7770
16289	7512
16289	16486
16289	376
16289	10965
16289	3064
16289	12956
16289	8983
16289	6323
16289	3364
16289	8085
16289	13911
16289	16431
16289	838
16289	1529
16289	13689
16289	5716
16289	2773
16289	12606
16289	254
16289	6566
16289	12838
16289	13609
16289	15916
16289	1732
16289	13778
16289	13772
16289	3818
16289	2928
16289	9132
16289	15046
16289	9197
16289	13111
16289	4718
16289	12403
16289	268
16289	3379
16289	6237
16289	13126
16289	1290
16289	9642
16289	3360
16289	2815
16289	470
16289	10269
16289	16435
16289	2966
16289	1027
16289	4063
16289	6543
16289	971
16289	2611
16289	15036
16289	5220
16289	12312
16289	9928
16289	5325
16289	1683
16289	4211
16289	1543
16289	13673
16289	3766
16289	16349
16289	3014
16289	15332
16289	13589
16289	1448
16289	16301
16289	7847
16289	10986
16289	10780
16289	12861
16289	9265
16289	8426
16289	1575
16289	13222
16289	6558
16289	13568
16289	13935
16289	3851
16289	8330
16289	12462
16289	10462
16289	6204
16289	16660
16289	8775
16289	4759
16289	14254
16289	14587
16289	7767
16289	11937
16289	13178
16289	7947
16289	11185
16289	16031
16289	748
16289	14953
16289	9670
16289	16036
16289	6446
16289	8821
16289	16011
16289	10027
16289	8336
16289	14204
16289	1130
16289	3173
16289	2616
16289	8082
16289	8231
16289	1418
16289	7348
16289	16035
16289	6942
16289	3641
16289	8272
16289	14203
16289	6488
16289	14020
16289	3141
16289	145
16289	954
16289	7542
16289	12901
16289	10323
16289	8749
16289	802
16289	14211
16289	312
16289	1781
16289	13755
16289	13958
16289	2977
16289	2823
16289	12764
16289	8476
16289	1779
16289	4574
16289	1775
16289	627
16289	4332
16289	700
16289	8643
16289	16533
16289	2995
16289	6633
16289	8991
16289	8622
16289	7550
16289	3134
16289	16485
16289	8321
16289	2834
16289	6113
16289	10638
16289	882
16289	3351
16289	6580
16289	9925
16289	8739
16289	712
16289	12179
16289	672
16289	3723
16289	6865
16289	2791
16289	6948
16289	2916
16289	3444
16289	5762
16289	5402
16289	1048
16289	5174
16289	4088
16289	1375
16289	4067
16289	1705
16289	7904
16289	6402
16289	5170
16289	3391
16289	4258
16289	531
16289	7530
16289	746
16289	11902
16289	12208
16289	7264
16289	3108
16289	1716
16289	1394
16289	12853
16289	15636
16289	6352
16289	1949
16289	8653
16289	5396
16289	5248
16289	16254
16289	5469
16289	4036
16289	13666
16289	2564
16289	1016
16289	13285
16289	7815
16289	10765
16289	7112
16289	2868
16289	3003
16289	3591
16289	5833
16289	10436
16289	10344
16289	52
16289	10191
16289	5810
16289	3553
16289	1319
16289	3138
16289	1332
16289	4257
16289	5809
16289	3959
16289	9257
16289	8796
16289	2912
16289	8538
16289	13498
16289	16583
16289	8150
16289	6507
16289	16355
16289	12250
16289	16602
16289	14215
16289	5474
16289	8862
16289	15338
16289	6396
16289	6030
16289	3241
16289	1630
16289	561
16289	12490
16289	3116
16289	12679
16289	300
16289	2036
16289	12320
16289	338
16289	5839
16289	13310
16289	16790
16289	16628
16289	7842
16289	5492
16289	13740
16289	237
16289	14561
16289	2426
16289	1064
16289	10105
16289	16446
16289	5812
16289	7541
16289	3913
16289	8584
16289	8202
16289	2961
16289	10020
16289	2847
16289	10068
16289	12939
16289	909
16289	13615
16289	3522
16289	12673
16289	13130
16289	6893
16289	8195
16289	14706
16289	7814
16289	5526
16289	14417
16289	860
16289	11890
16289	4189
16289	10591
16289	5030
16289	2092
16289	5018
16289	9802
16289	10128
16289	8207
16289	11949
16289	10257
16289	12310
16289	431
16289	2669
16289	7327
16289	4070
16289	8474
16289	12862
16289	6626
16289	7696
16289	7202
16289	7906
16289	14174
16289	6786
16289	3015
16289	3517
16289	16674
16289	6109
16289	3595
16289	3271
16289	4408
16289	4752
16289	231
16289	9346
16289	8475
16289	6981
16289	3086
16289	7625
16289	9309
16289	11587
16289	6239
16289	11928
16289	6048
16289	12054
16289	5781
16289	4954
16289	4994
16289	1012
16289	1870
16289	7789
16289	3917
16289	10960
16289	1109
16289	3625
16289	10766
16289	1151
16289	2184
16289	2990
16289	6729
16289	13236
16289	12917
16289	5217
16289	2670
16289	3075
16289	16705
16289	9698
16289	12620
16289	8168
16289	16445
16289	9778
16289	711
16289	8562
16289	3150
16289	7903
16289	7369
16289	1149
16289	2836
16289	7567
16289	2939
16289	9239
16289	14229
16289	8010
16289	7811
16289	7163
16289	6700
16289	15038
16289	6794
16289	12455
16289	5335
16289	1925
16289	1701
16289	8402
16289	7201
16289	4085
16289	5359
16289	8040
16289	4122
16289	604
16289	7639
16289	3884
16289	1178
16289	5007
16289	1512
16289	12087
16289	14156
16289	6720
16289	2775
16289	7319
16289	7015
16289	9192
16289	2650
16289	6647
16289	2833
16289	11911
16289	6687
16289	7827
16289	8780
16289	5222
16289	1919
16289	786
16289	12823
16289	841
16289	6497
16289	10906
16289	16746
16289	14506
16289	4452
16289	3110
16289	13357
16289	2936
16289	10550
16289	4456
16289	7628
16289	3784
16289	2200
16289	16305
16289	3476
16289	2672
16289	3387
16289	12944
16289	14808
16289	15182
16289	10508
16289	12817
16289	9949
16289	8469
16289	13514
16289	9215
16289	11626
16289	6022
16289	4893
16289	4690
16289	11072
16289	6262
16289	2869
16289	8558
16289	9306
16289	2425
16289	14219
16289	10859
16289	12426
16289	12149
16289	7819
16289	4508
16289	310
16289	7570
16289	367
16289	4172
16289	6281
16289	8170
16289	10712
16289	3882
16289	1408
16289	13363
16289	7791
16289	7616
16289	16288
16289	12510
16289	2661
16289	2436
16289	13612
16289	1905
16289	3158
16289	1532
16289	5353
16289	13678
16289	8688
16289	12187
16289	14624
16289	3632
16289	6236
16289	4933
16289	981
16289	12165
16289	6335
16289	10385
16289	4535
16289	8994
16289	7938
16289	13096
16289	14608
16289	11143
16289	1005
16289	5280
16289	11933
16289	8911
16289	8557
16289	10132
16289	7441
16289	14913
16289	12229
16289	155
16289	6684
16289	12197
16289	12048
16289	1215
16289	6866
16289	14724
16289	8738
16289	434
16289	3886
16289	4248
16289	1932
16289	5010
16289	13800
16289	3070
16289	2890
16289	3525
16289	8830
16289	2080
16289	2456
16289	7762
16289	8278
16289	8157
16289	13297
16289	14588
16289	8740
16289	9021
16289	14570
16289	3063
16289	12282
16289	6903
16289	7545
16289	3681
16289	12448
16289	9182
16289	12600
16289	13775
16289	8904
16289	1892
16289	6298
16289	11955
16289	16747
16289	3626
16289	16657
16289	7711
16289	3428
16289	13041
16289	4998
16289	14102
16289	10371
16289	15223
16289	3037
16289	10382
16289	10566
16289	511
16289	13159
16289	5146
16289	3013
16289	6493
16289	16371
16289	4040
16289	956
16289	7288
16289	13339
16289	2753
16289	5171
16289	9941
16289	10516
16289	11940
16289	10129
16289	14314
16289	12287
16289	6306
16289	12696
16289	12477
16289	13267
16289	4880
16289	16271
16289	10217
16289	4665
16289	1194
16289	5065
16289	988
16289	2297
16289	13182
16289	15194
16289	7832
16289	11863
16289	12556
16289	1457
16289	8443
16289	6579
16289	13023
16289	6479
16289	13815
16289	12553
16289	65
16289	389
16289	5914
16289	13654
16289	3573
16289	1301
16289	13257
16289	1019
16289	433
16289	4430
16289	12741
16289	12379
16289	2761
16289	3482
16289	654
16289	5696
16289	8985
16289	5149
16289	11929
16289	6132
16289	13394
16289	14663
16289	5238
16289	15353
16289	13052
16289	2660
16289	5615
16289	16856
16289	13377
16289	10053
16289	15523
16289	10418
16289	3906
16289	13324
16289	6642
16289	6462
16289	14983
16289	5299
16289	3565
16289	9194
16289	13036
16289	10226
16289	10205
16289	2082
16289	5099
16289	12147
16289	687
16289	4199
16289	8181
16289	6019
16289	9040
16289	948
16289	15023
16289	16595
16289	2673
16289	2883
16289	3417
16289	7637
16289	5931
16289	1100
16289	8753
16289	1677
16289	3966
16289	1062
16289	6433
16289	10403
16289	13304
16289	600
16289	7454
16289	154
16289	5792
16289	14463
16289	5603
16289	7420
16289	12617
16289	7119
16289	13416
16289	8303
16289	2871
16289	9276
16289	1688
16289	8969
16289	16027
16289	8159
16289	14356
16289	16016
16289	12619
16289	13115
16289	10973
16289	12922
16289	11753
16289	137
16289	3329
16289	1927
16289	1763
16289	1231
16289	3486
16289	3754
16289	7345
16289	9852
16289	1026
16289	5544
16289	6896
16289	8710
16289	11509
16289	11961
16289	5559
16289	15266
16289	7600
16289	12009
16289	8964
16289	16568
16289	13835
16289	13895
16289	11118
16289	1506
16289	4323
16289	11620
16289	6413
16289	13983
16289	2259
16289	5464
16289	10445
16289	9856
16289	12523
16289	5925
16289	3795
16289	1678
16289	16180
16289	4484
16289	2913
16289	8057
16289	12117
16289	6208
16289	8006
16289	13906
16289	13190
16289	1935
16289	8173
16289	4812
16289	15198
16289	5908
16289	10238
16289	14518
16289	12718
16289	1432
16289	12968
16289	5485
16289	13107
16289	5775
16289	141
16289	3154
16289	1572
16289	12660
16289	8714
16289	10549
16289	12695
16289	3494
16289	9836
16289	4426
16289	15715
16289	8491
16289	6404
16289	12980
16289	12421
16289	8409
16289	337
16289	1293
16289	11224
16289	13515
16289	3398
16289	7539
16289	10124
16289	7738
16289	8539
16289	3434
16289	11234
16289	3535
16289	6062
16289	7400
16289	311
16289	13831
16289	13942
16289	5251
16289	13026
16289	3788
16289	3572
16289	6353
16289	16868
16289	12825
16289	8535
16289	9138
16289	8034
16289	13251
16289	15130
16289	1740
16289	16676
16289	15289
16289	3196
16289	13428
16289	2940
16289	10458
16289	2886
16289	7275
16289	12376
16289	140
16289	5894
16289	2649
16289	12848
16289	1910
16289	11570
16289	13696
16289	2629
16289	4596
16289	5328
16289	8290
16289	12193
16289	7240
16289	8614
16289	16465
16289	16309
16289	3867
16289	16833
16289	13181
16289	8477
16289	13565
16289	2896
16289	12669
16289	9467
16289	5036
16289	5890
16289	811
16289	2535
16289	13223
16289	13123
16289	14883
16289	8055
16289	14199
16289	9248
16289	5151
16289	15066
16289	10029
16289	4017
16289	6572
16289	10353
16289	580
16289	5550
16289	16335
16289	6892
16289	15071
16289	109
16289	13061
16289	28
16289	11979
16289	13869
16289	1931
16289	5110
16289	16538
16289	1736
16289	12346
16289	7563
16289	12686
16289	6079
16289	4887
16289	138
16289	10292
16289	3497
16289	7298
16289	3131
16289	1208
16289	8591
16289	13142
16289	5259
16289	1396
16289	5855
16289	7172
16289	13272
16289	7608
16289	3442
16289	5495
16289	16361
16289	16874
16289	6765
16289	5864
16289	2825
16289	1273
16289	8391
16289	9447
16289	856
16289	6350
16289	16779
16289	5749
16289	15714
16289	2460
16289	12236
16289	15294
16289	6168
16289	14398
16289	8771
16289	12328
16289	12773
16289	7918
16289	6214
16289	4148
16289	7823
16289	16345
16289	526
16289	2954
16289	12201
16289	4609
16289	7866
16289	13852
16289	12334
16289	13930
16289	13017
16289	9676
16289	14825
16289	16484
16289	10405
16289	5202
16289	8529
16289	3540
16289	6910
16289	15192
16289	13923
16289	14109
16289	8920
16289	1358
16289	2251
16289	7196
16289	8110
16289	12837
16289	9068
16289	6979
16289	3187
16289	7342
16289	15975
16289	6914
16289	2037
16289	6576
16289	14508
16289	13049
16289	12056
16289	5589
16289	1773
16289	13974
16289	3923
16289	12424
16289	8553
16289	16716
16289	5556
16289	558
16289	3147
16289	10480
16289	3011
16289	13866
16289	14544
16289	5637
16289	4062
16289	15190
16289	5536
16289	8768
16289	4481
16289	6429
16289	2515
16289	1896
16289	4277
16289	14093
16289	12394
16289	1908
16289	13173
16289	5768
16289	2418
16289	13954
16289	8800
16289	2238
16289	15285
16289	8708
16289	7636
16289	12260
16289	10272
16289	6475
16289	6114
16289	1918
16289	15706
16289	7186
16289	7206
16289	11057
16289	15311
16289	8125
16289	4513
16289	4026
16289	13690
16289	13465
16289	8592
16289	15400
16289	11426
16289	15352
16289	4365
16289	5074
16289	5848
16289	8629
16289	14614
16289	10165
16289	1605
16289	13903
16289	10674
16289	10072
16289	7589
16289	4090
16289	13333
16289	532
16289	8729
16289	940
16289	1909
16289	8244
16289	5057
16289	8883
16289	7360
16289	3469
16289	1089
16289	6575
16289	12636
16289	14893
16289	1034
16289	4101
16289	12496
16289	14705
16289	3549
16289	3470
16289	782
16289	1437
16289	664
16289	8759
16289	7344
16289	2730
16289	9043
16289	4282
16289	12177
16289	1804
16289	3829
16289	14255
16289	2109
16289	4762
16289	8086
16289	537
16289	7617
16289	236
16289	14422
16289	8311
16289	6573
16289	9929
16289	7647
16289	11010
16289	1702
16289	12598
16289	12920
16289	388
16289	11858
16289	10031
16289	3813
16289	16329
16289	4573
16289	1099
16289	8769
16289	13856
16289	2749
16289	10166
16289	12701
16289	11135
16289	9871
16289	14052
16289	430
16289	13915
16289	7953
16289	8211
16289	5578
16289	12638
16289	1915
16289	2873
16289	14131
16289	13738
16289	1922
16289	12437
16289	7691
16289	8282
16289	1346
16289	4407
16289	9720
16289	3140
16289	12030
16289	8972
16289	4266
16289	743
16289	4295
16289	278
16289	12950
16289	6932
16289	1316
16289	16385
16289	6002
16289	6183
16289	5157
16289	2917
16289	5623
16289	13590
16289	10485
16289	14841
16289	4152
16289	5458
16289	16307
16289	871
16289	5200
16289	12290
16289	10593
16289	2726
16289	15408
16289	6150
16289	4948
16289	13859
16289	7241
16289	11910
16289	7940
16289	15288
16289	12590
16289	13878
16289	13365
16289	11935
16289	15016
16289	3579
16289	5152
16289	336
16289	13020
16289	13891
16289	11635
16289	13112
16289	14024
16289	10061
16289	10586
16289	7671
16289	3728
16289	10587
16289	13885
16289	8158
16289	13682
16289	6674
16289	4479
16289	15347
16289	10127
16289	1784
16289	13808
16289	11512
16289	13139
16289	10590
16289	12711
16289	10935
16289	10335
16289	10131
16289	11743
16289	8604
16289	1911
16289	15678
16289	5679
16289	761
16289	13904
16289	7373
16289	13920
16289	4083
16289	1801
16289	13917
16289	13512
16289	15017
16289	10315
16289	10476
16289	13834
16289	8151
16289	3780
16289	3642
16289	11781
16289	6587
16289	10799
16289	5410
16289	14894
16289	5029
16289	2759
16289	13521
16289	15976
