14603,1690
5623,197
14434,1189
12376,678
15578,1231
18054,73
8709,71
16830,1527
11306,616
10864,96
13690,948
14462,108
11379,1137
6944,996
3777,1028
10643,1538
17208,1259
45,1279
14696,782
14366,894
18886,1365
8418,78
11003,854
14656,397
8484,847
13973,1196
5686,510
19399,1087
8450,619
10497,570
2224,1121
11532,875
12599,648
13637,106
5122,878
3700,1019
9610,922
7094,1729
16006,146
5301,1202
14381,1561
20006,826
15027,1014
9612,635
10976,367
15881,1185
3818,1089
11256,758
7908,864
2285,88
13985,452
14983,1227
5849,689
10762,634
6,807
13483,82
4083,520
14915,105
888,1328
5715,220
3604,1275
14726,1393
7016,1208
7146,586
8241,1020
1376,1264
4783,1138
6798,914
5041,77
2760,141
1389,1283
16816,711
8068,1280
9898,866
12211,1136
621,945
7516,908
7324,829
2012,172
10831,78
8427,994
3576,88
11832,517
1669,830
16499,1156
18990,1220
18118,808
5587,1008
5000,169
1566,797
6585,1556
1995,295
3354,812
16970,79
6856,788
13031,725
7512,1181
14934,1062
8466,948
10789,933
11852,66
11474,1375
11189,1058
4820,1108
7373,367
13239,755
5369,1383
15895,1331
12439,890
14332,905
8891,320
16743,1362
8653,630
14527,1158
5327,1314
4857,1009
4963,1191
1099,913
18729,736
10814,648
5743,1018
14529,540
9495,1349
16456,1232
2293,792
7116,1162
19687,1100
14576,1341
18274,564
6229,1358
3409,946
15482,1075
17077,831
1395,113
14069,532
9997,1069
19646,1039
5195,142
5618,76
4566,917
10826,716
10961,870
5123,971
8001,936
8338,889
6345,1475
11239,1271
4680,581
7896,63
9520,1457
7713,114
17447,1048
11633,104
537,262
16423,1562
6525,72
5052,953
7381,1189
10812,1481
4459,931
17870,708
17642,1081
520,82
18613,609
4376,205
1675,810
15867,1059
12921,1407
7006,1145
19943,731
7703,1093
14904,863
14789,1397
18873,1773
9645,1166
16439,1183
18154,1007
12737,830
1985,1138
5573,1033
5697,86
2748,1368
16062,725
10246,1443
12643,1825
8382,898
2006,881
15063,1082
16719,943
11514,1343
1171,1612
14523,357
9237,883
2218,133
2650,938
2709,1030
2614,953
18292,1250
14474,1114
9100,95
3242,1194
11254,820
19873,74
19573,1195
19782,80
2942,607
11794,712
16546,1169
12999,1056
7458,100
3233,148
14115,739
19222,841
7947,583
4093,958
5658,70
6760,787
2324,1221
14096,157
15215,1456
4574,1228
9300,147
12090,948
4610,80
16084,99
1869,1616
12831,1166
16541,1080
10759,762
1596,1063
7718,819
18412,1141
19014,98
8188,1362
6991,1399
15349,1516
1200,691
12436,871
12794,1280
6563,1222
13232,85
7158,617
18413,871
2623,958
3283,740
225,80
17992,755
5713,73
16918,1352
2403,1388
3774,1427
2983,1298
2129,969
14555,487
17382,586
12593,95
6365,859
19934,988
7604,1383
19851,1173
17570,1189
4725,103
11648,907
11741,1139
3246,1236
14892,583
15447,361
17266,877
9265,1417
5992,244
18184,1085
18827,151
7903,985
7651,1200
19788,918
5693,1205
17012,1363
17049,854
14203,958
13640,100
17698,558
4804,464
10021,1115
337,1006
4381,731
19458,674
7650,1123
12718,1298
466,78
19950,1201
10815,185
15400,1017
5187,725
14531,88
14935,849
9694,840
7633,75
16740,658
16042,621
7909,81
14023,648
13255,1052
13014,486
15590,969
3880,1006
783,1307
14797,77
17564,896
14900,77
18467,330
3509,89
2848,730
4626,459
7101,726
3919,906
3237,990
18475,1276
861,378
20000,1422
4921,737
15738,1188
725,920
8953,870
37,607
9047,846
14127,76
17458,1272
12232,717
10727,1188
2582,1380
17359,160
687,456
7333,1256
18879,158
8265,1119
5751,109
13114,1281
12809,1273
16253,67
695,76
2643,968
14663,1000
795,1403
10187,101
2875,1163
6869,1179
17164,1464
11868,1187
11082,1450
14888,66
17779,299
3044,832
15843,619
3570,888
10616,914
16839,812
12985,636
13435,890
12647,758
4150,1060
3660,944
4791,793
1442,1290
11555,1041
19214,597
350,1248
15036,206
16673,641
2730,823
13332,1119
18418,808
3013,991
8781,1278
11312,1010
5607,1353
2959,780
4798,423
7093,1224
1433,123
14583,918
13187,832
7676,461
19941,1556
11656,84
13833,459
1768,877
6476,1389
2464,1087
18674,211
6771,1562
10475,78
4753,133
10084,957
12371,841
3100,1064
19144,1320
18063,115
13452,1419
2541,80
4770,129
10724,1524
17175,906
15143,917
9011,1266
17733,871
3500,1082
11415,79
18516,88
10467,986
4200,1417
2054,867
15784,87
13299,667
11168,905
13010,947
7561,956
14977,1263
14279,170
8149,1174
957,950
8813,84
19753,178
10601,412
1295,69
4507,735
8359,876
172,1256
1383,965
8278,712
4542,759
19105,510
14959,1160
12350,1543
989,1316
17903,612
6694,764
16443,87
6197,119
675,592
4799,258
6566,244
14910,219
10323,1402
8443,684
5087,921
9363,70
18979,877
8670,933
3357,1236
4228,849
3037,1224
10312,1107
6906,1240
136,938
13798,1074
12899,973
3770,1105
5744,625
3761,1126
18280,837
6273,509
18236,1182
5048,935
5036,315
3155,913
19701,1249
3547,762
6336,1403
12377,885
15718,1243
7674,1171
12473,671
13429,873
15353,1736
16786,1128
1454,741
12859,854
8005,1257
13390,845
7344,901
13862,1585
16994,1449
4541,1344
10076,654
4174,1033
6104,1024
7557,1131
3277,419
18252,1284
9099,1599
17312,1033
9650,1231
11334,648
3501,1133
14300,1211
33,1309
1247,899
6477,899
18523,113
12352,753
239,1011
9578,808
8778,64
8182,881
12826,1097
17599,828
7985,1126
11926,726
1271,892
12041,325
8960,86
11252,1537
190,748
13787,107
12575,834
18194,120
12223,1149
14263,748
9244,1099
16678,105
10094,910
17921,1190
7828,857
721,1386
14647,287
16790,558
1796,1255
10408,67
12413,1440
17626,1184
7126,697
9668,1403
15580,683
19373,1163
4018,860
16431,1382
9083,997
6085,1209
4320,841
6907,665
8335,1057
12975,1008
6056,894
11053,67
16135,85
5505,1331
13829,1112
14453,858
18417,1085
13137,1230
10720,1060
9762,990
15150,1059
12242,819
13246,1036
19939,1377
15985,1610
1073,1403
19515,530
6327,922
19397,862
15980,1306
18126,1341
7778,987
19643,985
10020,670
18473,1169
13650,249
16703,157
9158,1295
15315,863
971,697
17506,532
18706,1329
11143,930
18213,1008
13646,1179
5061,108
5373,164
15020,1094
16022,1144
19754,821
3185,1187
5705,1005
9531,1521
8993,1228
7142,117
11978,1141
17604,922
5493,650
17591,529
18822,956
3367,773
11608,1127
6639,956
17538,274
4501,1442
11594,972
137,326
3663,1622
18609,1073
17972,1434
12756,923
1843,705
17526,563
13594,938
17988,1020
19565,688
6210,859
9949,1128
15169,1095
2952,88
14195,1256
16405,1147
4243,81
19369,1330
14961,977
19240,844
7429,1178
1626,794
13995,1639
10406,1251
3005,1101
10631,1204
3503,695
19056,74
11714,846
9289,516
12423,1525
9986,673
19058,744
9258,995
4750,690
3938,1166
16836,1211
12322,296
16665,816
15010,625
11653,798
2521,976
17965,1330
3382,275
14197,1285
8768,170
14763,1403
7402,755
15094,897
8315,988
9533,403
1451,1234
12651,757
6709,1516
1470,82
3017,277
17158,202
1062,95
16920,1341
19985,85
12880,704
17153,947
14539,673
5979,1162
2804,695
10039,1026
15316,1428
5197,1014
11708,899
17737,228
12639,960
7480,889
19601,1085
14940,1450
11762,1307
3329,666
12936,1039
3757,1240
4312,1528
10860,1098
16807,1119
9925,562
4436,116
18846,70
17848,1114
5391,764
19942,1572
2338,137
1098,1196
6789,691
12233,1475
3415,861
986,752
18754,964
18303,932
6718,110
2651,561
18569,1042
5652,533
10293,521
6829,83
16867,197
18788,926
393,860
6360,1347
14403,109
5064,922
3139,1028
6395,970
2854,71
11954,930
8230,1484
4311,1380
9440,1037
16377,409
7310,93
3612,986
17052,1066
12706,369
8262,175
18662,1100
17678,654
17511,1103
6149,776
6364,1573
17518,1236
9919,1187
19207,976
19674,969
3520,86
583,1227
6611,820
10480,888
7105,565
18158,1040
4657,1007
11073,860
2034,991
15030,1307
2789,763
12333,947
17306,661
10687,1294
2810,161
9577,963
19572,1279
19372,1338
10970,1303
14570,854
15634,829
15365,612
1123,69
6080,488
7181,302
15863,65
3229,1116
7871,530
14598,789
19136,708
18073,1025
11258,1409
13032,737
3416,878
14388,84
18385,1075
18953,232
5723,749
274,1395
11965,1038
8702,129
17725,73
140,1435
15390,1074
1717,1189
10933,840
19407,1141
10668,1236
7782,1261
18511,173
18160,922
18488,894
19931,1502
13743,956
13008,1233
18966,317
18628,809
18420,846
14130,1182
19810,778
14504,793
283,304
12097,99
13427,1179
8217,70
5272,1660
8977,1043
9201,933
11628,1034
17209,1149
6150,1469
14431,1411
7420,1364
3829,1405
5747,996
16992,923
12705,1387
13628,1289
15092,637
10470,526
17450,955
8218,1085
7180,1033
7222,1136
19557,1324
7869,563
15076,1362
2327,1002
1360,951
18404,1188
17017,1326
12901,1205
13078,1417
18456,845
8865,1064
11795,1208
9915,1568
2778,318
16697,276
5312,1327
4230,1125
12610,1263
8396,1032
10049,1059
18010,799
5351,1216
14958,807
550,814
4543,1254
19317,315
6069,1408
11122,873
4972,686
8545,1110
5127,1484
14217,676
1975,77
16289,926
18463,832
2139,1464
3530,1059
9403,331
11376,72
19413,515
13996,109
14807,71
6527,576
16001,761
15532,84
8416,149
18717,778
6253,1052
6458,1508
3365,1171
13792,1363
4471,1315
12131,374
19245,953
11722,70
2909,1711
1524,1211
524,68
17079,604
14252,1131
5663,1155
2615,1305
18596,175
5753,912
16365,874
18343,1002
5826,901
3661,251
18363,1083
2292,1021
15858,1274
3081,926
19855,167
11535,584
2087,757
17482,669
7976,1088
4633,605
17942,1280
703,1700
15909,70
155,1026
8755,1406
18310,1216
8608,834
19442,1239
15737,541
18724,1003
10026,1504
6240,1404
5081,1092
13204,852
10461,1118
18228,890
2342,1083
15243,410
1215,814
9882,1267
7002,631
7175,926
539,127
1297,1346
12277,602
13592,1377
8619,1083
679,83
12284,1264
9465,1610
15845,611
10405,1002
3374,922
15222,695
4819,98
20010,210
188,918
19130,400
17124,302
18462,1005
10588,679
9905,82
18611,963
7885,751
18888,937
13721,1045
5784,67
19514,1265
9969,853
6121,645
835,480
19146,1120
17484,1203
19840,607
4790,1496
17814,202
17826,1707
12188,229
19453,971
5582,1427
5139,975
8780,1074
18503,821
11605,475
6032,1352
6512,80
9839,822
17206,703
4440,273
14626,1000
10926,1150
5163,1090
1046,495
12642,637
19079,664
18779,1220
14352,750
3445,998
12641,866
7798,84
18577,889
19212,791
16560,752
7879,633
149,1187
8164,1058
18835,81
4115,372
13741,114
4359,1595
7750,1270
11049,753
16249,85
13679,1156
15853,1293
12572,1005
848,1132
5194,869
1286,1552
16081,1510
431,77
1208,663
16588,1075
17557,624
1153,1053
17536,1201
4678,1041
816,1319
11382,1074
4084,1164
19297,827
17223,82
19838,846
8355,923
648,984
16940,850
5926,763
15551,955
8699,1174
11509,869
9439,732
12885,969
822,848
8490,525
13033,933
18615,903
6724,1256
985,1115
8715,1437
18571,236
9681,1058
19999,573
11629,1029
5172,1454
3789,88
12241,1108
13909,1373
14009,1587
4665,1063
7071,1239
3631,1245
4747,1122
10880,791
13854,1181
3399,853
13275,1399
16549,466
6190,867
17757,833
18989,958
11069,1204
17881,878
3652,1019
13626,324
3907,706
14526,1223
8824,164
4616,113
16052,829
10886,62
15067,862
11691,1354
12754,334
9063,417
11804,947
10036,720
18128,1083
16454,1353
12219,1120
14638,1585
3452,956
8317,1028
14999,1166
8052,1401
18248,100
12269,602
9018,580
11570,1041
17997,1088
4854,1336
9782,952
9060,251
19270,1054
13462,1228
15115,913
4456,800
15236,218
17967,191
13531,1084
12596,1312
9498,934
2864,767
9744,1304
4829,1004
2102,66
17868,1362
11797,356
13035,66
1023,656
170,1134
7632,541
4903,93
425,694
10277,1485
7935,738
16182,1031
10247,1229
19410,1164
18350,659
11727,748
15364,874
13443,70
5741,103
17627,1002
14630,1107
18312,926
1516,304
18781,1477
4936,1032
13034,113
14335,605
12970,1362
1282,750
2775,1003
4322,519
1681,1293
13874,276
17381,130
7443,954
13885,68
1787,951
8403,619
13664,557
7376,1145
12282,279
16784,883
4885,65
11773,1242
4627,1681
5002,753
8989,1150
1618,706
10603,1115
14430,1343
15039,69
8910,494
8387,1012
18144,101
11481,1755
3487,1042
15570,837
19826,102
3211,1258
18614,1467
12849,1477
12339,1155
1167,1447
10884,170
14596,1064
2135,715
11309,1338
3282,780
2496,434
5968,1065
12920,151
18525,117
10559,1413
14659,312
6743,987
2887,241
14376,1143
8804,1323
17373,1140
11202,1353
3178,848
16362,1064
10098,1420
16044,1072
11432,1578
19896,585
10824,81
14273,1084
18155,831
708,1467
18678,77
19074,815
9284,1012
5594,1040
3598,766
3265,1373
12784,1379
14266,223
1503,1053
14725,1293
552,1435
5402,777
1498,1075
12637,676
11051,1288
9366,110
11595,777
16040,1342
4597,1433
2990,1362
8053,210
1434,734
819,852
7788,147
5590,973
13959,87
12404,1184
2733,889
11805,848
6603,980
2865,1075
9722,1121
2710,942
10587,1151
6224,876
14310,780
14595,138
2128,574
18833,81
8049,981
16603,1127
6887,1026
5802,889
16368,682
2757,1132
16658,85
16566,1011
18095,690
6889,93
49,849
602,1024
13360,1237
3129,78
116,1093
13261,1053
15463,1032
4756,896
9369,1039
705,974
8488,1456
9308,637
16421,1014
454,875
8691,1292
10565,1197
17300,1056
9210,63
9842,481
3679,757
2131,155
15942,969
11973,726
10209,93
2945,230
4417,650
13281,583
4494,75
8476,999
571,1550
15791,1093
9331,650
11199,522
799,827
18000,859
18668,1404
8378,911
789,1170
13991,163
19516,1048
4041,884
2818,1091
6624,91
2042,1240
3351,83
658,1429
11815,774
6745,89
19553,76
4201,768
11756,883
16263,481
12943,91
17611,136
15600,238
3225,811
498,634
8134,936
1527,100
18364,1334
7077,439
4475,399
3102,1090
11290,762
925,1692
4772,1111
6670,1644
7930,948
2021,738
4510,959
6740,1145
8767,900
2770,848
1525,211
17295,536
4060,1057
13575,127
6859,396
17772,940
10224,856
14684,808
803,153
10176,685
5843,1249
18856,1503
3682,166
18964,788
4306,878
16635,592
5019,93
14519,610
4411,897
753,76
14616,673
19762,145
12805,1616
14028,819
13121,888
11371,1060
3991,1194
3678,1237
13921,130
9599,872
5854,926
18731,510
18778,155
3493,970
11490,639
9943,667
7544,148
17308,450
14374,423
10627,513
461,1613
1674,1452
9549,975
11443,1073
19570,794
17151,1204
3274,243
9307,828
3498,973
8996,1262
8197,1751
4478,1150
17858,1104
4143,1308
9970,353
12960,995
318,869
10649,435
8334,929
11234,752
17296,993
19451,657
10735,781
18870,1306
5574,845
10171,1298
16369,96
15810,676
6967,535
18598,1155
1385,527
1163,168
3240,335
9229,805
8513,637
4264,675
19389,915
4133,858
8766,1230
824,1331
18585,558
8679,1336
15658,131
17255,672
15093,1367
10850,1047
5955,693
8874,387
9952,819
16096,870
12681,158
1304,1044
4009,809
14190,1570
11790,778
13785,553
19595,867
7499,85
263,277
10767,1120
10087,1339
13017,1099
5181,1109
9814,1326
10188,625
6553,603
1793,1688
15444,1128
19358,1392
4386,1380
7620,66
7695,262
12461,681
1993,1232
6714,929
13467,1061
6315,1569
20012,1266
13794,1608
6700,612
1579,1368
1252,84
11446,551
11833,1027
14543,1178
4530,1027
15194,1109
5092,866
16808,1415
18512,957
17776,593
8587,1447
10554,1307
3187,905
7248,820
19349,991
5258,622
4265,337
8818,732
14709,1056
13111,1255
18567,1281
19605,1365
747,1254
5414,1100
18338,1212
6958,741
9977,1295
13800,1563
3511,1077
12104,1168
19235,674
9474,715
2199,1266
2247,1069
13284,1535
7229,921
18439,873
6531,1145
12014,857
17775,838
15965,600
927,779
2312,885
10997,755
17574,913
3826,1282
17477,1103
15748,994
11074,1309
12271,83
2202,1304
10181,928
12616,859
4761,130
7616,1143
3165,1355
19524,97
16008,555
18351,989
12082,1417
12048,493
3212,1032
10041,1306
1443,693
15166,1285
10481,675
2468,953
14173,238
10072,618
10230,1113
19635,70
11329,1059
6180,1016
388,1249
14002,995
18748,1243
17181,966
9589,1225
16481,623
17623,1160
15817,1425
11273,1446
1648,1258
11483,1365
4257,87
3517,1447
14421,503
13233,995
3831,76
5798,903
1842,791
17348,723
11500,1025
10776,826
12105,1177
4485,1182
13274,418
11917,1421
13822,845
2849,1230
1112,1599
13715,790
4281,77
11112,1188
10599,982
6752,1256
4180,993
16436,1562
7380,1010
14845,782
9922,1086
5161,1610
3808,635
5230,94
5896,612
545,438
12490,819
9067,1159
18041,954
12260,79
10895,252
735,1175
4524,1223
6011,313
8348,454
300,866
5588,1132
10804,802
12937,934
3,1149
7757,1397
8858,596
302,1504
17843,114
9485,1322
3688,651
7357,220
16593,974
11618,885
4303,998
16105,860
9062,981
5150,78
6169,1152
9955,98
5148,770
17440,104
9356,728
9850,838
4999,630
8038,878
2201,1043
10646,953
14850,115
13897,689
5812,1128
13713,1263
7530,1214
13253,416
7449,882
14021,108
15041,1389
14380,421
13069,496
242,877
12078,1303
8354,1555
10370,771
4560,477
15664,471
9928,1048
11182,1416
6023,1553
8030,189
13968,779
17459,565
18113,915
19972,1029
19630,83
17804,644
4157,82
17906,1124
6767,1495
15421,241
18023,1253
224,651
7663,883
5680,1175
5395,622
12011,739
18869,1001
18768,663
15449,584
10239,1169
15914,1197
339,1168
6776,68
15144,1559
14514,776
6644,78
1881,1179
18238,65
19722,1445
17914,1536
8941,65
784,845
11050,914
6901,1152
711,1270
19457,654
8102,1191
11596,886
5767,857
3611,1516
9592,875
15081,566
8233,1430
8226,582
10807,663
21,68
11711,1140
18366,771
16376,105
4286,1548
17789,70
9167,313
11487,867
13638,1292
17817,476
5114,723
16645,229
10853,829
19606,382
1684,1116
9445,63
10717,98
5661,202
5678,886
14848,1331
16890,796
13463,854
18047,679
13354,543
3216,1236
4953,1044
17376,806
16087,69
1837,1103
19835,109
11637,1377
3923,1154
15749,108
10524,1285
19526,1075
3079,80
11673,987
19619,840
11791,828
16619,1223
6309,192
8605,458
10666,957
18649,200
9836,312
9112,858
10938,168
709,832
18008,794
42,745
18761,695
14160,972
11249,685
4910,540
14738,399
5370,249
14707,66
17117,784
15305,907
7076,1062
647,594
9006,912
2906,679
15240,1167
12230,1323
11213,1044
8412,1405
4870,84
4214,1294
15708,83
14636,1509
6755,664
3413,1445
6247,140
15880,1407
12180,448
2188,1171
2634,714
814,212
19327,1370
19699,1335
484,509
1048,610
1261,69
3245,1124
6054,964
12929,969
1809,647
740,1318
15403,722
14577,182
3107,1032
14837,1469
8649,881
15458,1053
10770,1399
16616,584
10391,1030
16638,959
14451,1179
18305,1088
16358,180
9921,274
10531,299
406,964
12519,1451
3995,1390
8209,257
17845,1040
2617,406
10024,1526
6853,65
11458,510
16046,580
8738,687
8155,1315
18091,1315
17065,577
8901,130
64,67
11398,1124
16508,997
3622,551
12049,916
17533,112
12362,83
13191,1200
11420,903
17598,128
1108,88
8083,1451
15218,1236
2246,922
2240,1129
12450,543
13450,1224
15616,658
3651,85
7173,599
13361,1121
16738,1331
18928,1185
1801,1036
8785,711
1892,65
18033,983
18347,522
15495,963
5412,941
14826,1122
6959,1253
7890,1288
15970,1078
68,285
18671,1083
10478,1292
18410,425
19238,1059
12428,419
6894,86
2166,80
12903,91
8566,1340
18497,1115
3486,894
7614,970
7478,1390
15663,1137
8436,794
16751,635
12167,1289
1520,1001
15715,1144
13676,754
7571,1257
12879,780
12166,943
16974,1055
3386,916
18293,883
2061,849
15193,1291
4547,290
70,846
13536,995
17050,906
16870,463
12862,488
14884,1055
10778,1085
19649,986
741,435
617,1206
6619,373
6004,627
18405,77
3838,579
19872,1243
18568,881
7139,87
5450,1529
10867,1026
15964,1265
3718,283
16113,1087
16745,1326
2392,1464
8905,233
4216,1124
17675,187
2834,1197
12416,77
19794,930
15673,707
6295,1109
6177,72
11300,1111
12162,1233
15319,84
13227,1130
18344,1367
9373,1091
6503,269
4321,597
14665,1376
1964,67
1904,918
12206,165
7268,1020
854,1391
10593,83
9052,92
4592,1146
6334,696
19485,759
980,1003
15145,84
8594,74
13149,929
9492,1301
10371,82
19137,76
15646,479
9789,126
762,1022
17566,1248
13180,1148
13855,1066
18947,833
9968,1515
15209,695
13061,316
8855,963
17046,196
15175,89
699,1042
19022,1112
15707,554
3286,117
17142,1140
2591,72
3602,782
16741,303
17471,1079
920,1166
14196,815
17315,79
4523,802
10235,1183
1422,1448
2357,1423
3912,1086
2210,1115
7797,1062
2492,1362
14250,1067
14581,862
7582,101
11424,1390
5964,575
17227,323
9774,73
7292,1190
13591,947
5038,63
15336,218
688,74
19693,1324
15246,826
12380,183
9222,790
1231,637
744,75
14541,1007
146,869
11386,632
403,1198
2137,1157
18691,1189
6498,830
169,1255
8572,545
13178,1331
13336,1320
17672,947
5128,81
6576,63
6957,596
8063,1097
12695,972
19968,1018
12830,958
15690,1100
3103,957
3366,1096
18588,813
16165,1231
4839,1044
14661,1007
12890,946
6370,631
18485,813
19975,1542
11,1077
11042,712
1870,849
6389,1153
10320,1134
2504,663
3432,640
4033,1284
8312,1416
372,1101
6284,1164
6109,728
15339,740
15681,723
7825,916
5616,1089
16884,511
11840,898
11639,777
222,945
19387,1128
6626,781
17544,939
15645,586
4679,675
2167,1326
11780,1076
12453,87
12008,1317
16407,369
18802,940
11534,1075
7095,1083
2569,653
15829,875
13312,922
5307,1029
3087,175
181,905
3837,1135
15379,71
6138,674
18170,1128
17463,1196
13258,1092
16909,1223
11130,919
5597,1040
11745,1045
10404,973
1946,550
18538,94
13085,1129
5507,907
18659,716
1661,82
8567,1205
14713,1141
14226,840
1586,131
5554,961
14089,1374
11218,93
5418,816
2695,1592
9199,99
14823,1113
7314,1090
19388,82
18087,1345
4019,279
1941,423
8401,91
19504,1249
15885,891
1998,1248
16753,625
19154,453
4499,694
17874,767
8533,1389
3591,656
696,1123
4219,661
6475,1599
17080,947
18313,68
17638,630
4141,643
14118,91
4683,1392
7545,519
14775,838
14047,1438
5606,887
12158,71
16767,616
18664,95
7506,921
7051,405
15370,640
5855,956
13242,80
16235,99
5067,676
19791,94
11990,1292
164,1283
16450,70
11192,549
2565,1266
1535,807
18288,1026
10290,681
2393,769
14980,1216
4847,784
11693,196
8743,1047
16118,75
1737,702
5958,1049
5999,618
7441,952
13612,741
11996,1331
11352,1014
12644,1084
16103,917
17798,580
4741,898
16257,822
5517,798
12541,1161
6952,1125
10213,90
18219,1473
5455,83
3735,861
16444,1249
11597,954
7326,123
17619,836
15676,423
8032,72
2269,121
18069,563
14698,1079
13977,179
8431,545
12988,1259
1154,728
9626,1102
19880,113
10887,1387
12207,662
19351,883
5659,1583
19454,92
3617,128
12216,1002
7834,288
7334,607
9706,966
3940,531
5282,1072
13997,1314
19035,78
11479,856
11572,1169
2692,118
19466,401
7087,883
14496,80
14030,529
13725,1567
17739,1385
12252,1138
16100,1057
4673,274
7763,1116
16986,869
13788,994
15861,1300
3802,1308
11867,227
16923,1414
13374,1096
7369,1212
19178,1286
12752,1065
17027,118
8341,206
3358,1227
4540,995
9206,1168
6440,1033
12148,1101
18612,1185
20004,1461
2431,1164
12458,930
8612,915
2585,570
19813,854
17238,1529
5032,1556
14010,430
6429,1141
13468,1198
1310,1063
12168,825
5421,757
16104,1108
12054,1213
4670,552
1711,1330
16223,1760
10159,979
13619,1195
2349,533
4878,125
13366,1141
15416,108
16055,754
16383,561
6545,926
5159,1137
4037,802
19135,619
19751,551
5820,1507
19672,731
11219,1267
15252,1057
5579,1309
5746,1073
10987,81
15560,1462
14199,866
17819,415
323,923
5740,1111
1639,294
11183,123
2980,1070
3273,1187
14853,78
10119,1461
17199,1160
10992,1373
17310,945
14551,1152
16072,98
7689,1647
10955,73
1111,80
7655,822
18991,849
295,1544
14565,1097
4906,1249
19041,1026
11470,66
5551,1245
503,645
13783,803
7990,118
1466,301
19045,652
14489,1194
19982,1153
1828,577
13793,1462
6587,1011
20002,69
10243,646
599,76
881,1379
11614,1232
5003,1228
5062,845
19860,1008
3567,1349
4869,1057
6926,909
15678,545
8549,962
6795,1214
18407,1241
1559,1391
556,790
19973,1022
7849,1285
4545,1433
4042,1211
6259,983
19542,91
2718,1053
17630,1126
19879,1347
15455,1056
17602,1314
7563,1058
9380,361
17669,681
4389,90
15529,720
4363,1356
12540,1045
12489,1081
15264,874
19066,361
892,827
6136,92
18345,959
7741,898
8045,1611
12992,1240
10109,80
6863,1443
7612,86
16919,165
18495,908
15274,69
12306,847
11030,66
15404,407
7476,745
1952,1014
6713,780
5491,1111
19031,379
8122,736
13705,874
1144,1433
4849,1399
16804,1470
13754,826
2610,429
9639,825
8481,666
3997,1142
4049,1425
19911,1246
862,1131
16162,1221
9088,72
1243,686
18519,1322
5072,1035
18169,406
16258,1557
12328,1087
18249,678
6758,170
12977,942
12505,1149
12760,768
13516,1415
1423,1111
7628,744
15472,1008
544,1385
3259,687
204,1044
1792,1517
1621,997
12531,222
8690,1160
17561,1252
15346,682
4897,1218
3070,1156
6276,1248
5795,71
12853,81
9132,93
13954,1409
19580,1237
6047,887
12568,1106
10275,1404
6030,120
11503,827
15253,157
11467,77
7526,1352
3479,585
